Grant Years,State Programs,Batch Year,County Number,County Name,Total Students Awarded,Total Dollars Awarded,State Name,GNIS Number,GEO Coordinates,Grant Year End Date
2012-13,Iowa Tuition Grant Match,23,32,EMMET,29,296005,Iowa,465220,POINT (-94.6784803 43.37802250000001),2013
2018-19,National Guard Educational Assistance,89,49,Jackson,6,33393,Iowa,465237,POINT (-90.5742294 42.1717426),2019
2008-09,Iowa Tuition Grant,9,26,DAVIS,59,162769,Iowa,465214,POINT (-92.4097173 40.7476891),2009
2006-07,All Iowa Opportunity Scholarship,7,89,VAN BUREN,0,0,Iowa,465277,POINT (-91.9499871 40.7532294),2007
2004-05,Kibbie Grant,5,29,DES MOINES,0,0,Iowa,465217,POINT (-91.1814707 40.9231829),2005
2017-18,Iowa Grant,78,32,EMMET,0,0,Iowa,465220,POINT (-94.6784803 43.37802250000001),2018
2010-11,Educational Training Voucher,1,47,IDA,0,0,Iowa,465235,POINT (-95.5134962 42.3868747),2011
2010-11,Iowa Tuition Grant,1,19,CHICKASAW,91,259219,Iowa,465208,POINT (-92.3176637 43.06004140000001),2011
2006-07,Iowa Tuition Grant,7,86,TAMA,113,359195,Iowa,465274,POINT (-92.5325425 42.07981170000001),2007
2008-09,All Iowa Fostercare Grant,9,26,DAVIS,1,1462,Iowa,465214,POINT (-92.4097173 40.7476891),2009
2013-14,Iowa Work Study,34,25,DALLAS,0,0,Iowa,465213,POINT (-94.0397374 41.6848862),2014
2003-04,Iowa Work Study,4,41,HANCOCK,0,0,Iowa,465229,POINT (-93.7342723 43.0818861),2004
2009-10,State of Iowa Scholars,0,46,HUMBOLDT,0,0,Iowa,465234,POINT (-94.2071868 42.7764686),2010
2002-03,Distaster Relief Grant,3,30,DICKINSON,0,0,Iowa,465218,POINT (-95.1508301 43.3779848),2003
2007-08,State of Iowa Scholars,8,84,SIOUX,0,0,Iowa,465272,POINT (-96.1778827 43.0826174),2008
2002-03,Iowa Tuition Grant For-Profit,3,91,WARREN,0,0,Iowa,465279,POINT (-93.5613594 41.3343735),2003
2003-04,GEAR UP Iowa Scholarship,2,47,IDA,0,0,Iowa,465235,POINT (-95.5134962 42.3868747),2004
2005-06,All Iowa Opportunity Scholarship,6,20,CLARKE,0,0,Iowa,465209,POINT (-93.78515790000002 41.0290323),2006
2017-18,Educational Training Voucher,78,70,MUSCATINE,1,5000,Iowa,465258,POINT (-91.1127562 41.4839221),2018
2005-06,Vocational Technical Tuition Grant,6,15,CASS,30,25900,Iowa,465204,POINT (-94.9278266 41.3314876),2006
2010-11,Vocational Technical Tuition Grant,1,96,WINNESHIEK,31,26488,Iowa,465284,POINT (-91.8437074 43.2906746),2011
2012-13,Barber and Cosmetology Tuition Grant,23,88,UNION,0,0,Iowa,465276,POINT (-94.2423792 41.0277304),2013
2016-17,Educational Training Voucher,67,83,SHELBY,1,3334,Iowa,465271,POINT (-95.31021130000002 41.6850926),2017
2003-04,State of Iowa Scholars,4,65,MILLS,6,2400,Iowa,465253,POINT (-95.62132670000001 41.0334523),2004
2001-02,All Iowa Fostercare Grant,2,8,BOONE,0,0,Iowa,465197,POINT (-93.931671 42.0365493),2002
2008-09,Vocational Technical Tuition Grant,9,45,HOWARD,24,19963,Iowa,465233,POINT (-92.3171989 43.3567673),2009
2003-04,Iowa Tuition Grant Not-for-Profit,4,11,BUENA VISTA,157,465973,Iowa,465200,POINT (-95.15114900000002 42.7354936),2004
2009-10,Iowa Grant,0,73,PAGE,9,5211,Iowa,465261,POINT (-95.1501747 40.7391444),2010
2006-07,Teacher Shortage Forgivable Loan,7,32,EMMET,0,0,Iowa,465220,POINT (-94.6784803 43.37802250000001),2007
2003-04,Vocational Technical Tuition Grant,4,47,IDA,11,8700,Iowa,465235,POINT (-95.5134962 42.3868747),2004
2002-03,Educational Training Voucher,3,14,CARROLL,0,0,Iowa,465203,POINT (-94.8605593 42.0362382),2003
2015-16,All Iowa Fostercare Grant,56,83,SHELBY,2,2856,Iowa,465271,POINT (-95.31021130000002 41.6850926),2016
2011-12,Distaster Relief Grant,12,56,LEE,0,0,Iowa,465244,POINT (-91.479264 40.6419764),2012
2004-05,All Iowa Opportunity Scholarship,5,93,WAYNE,0,0,Iowa,465281,POINT (-93.3273639 40.73947020000001),2005
2009-10,GEAR UP Iowa Scholarship,2,47,IDA,0,0,Iowa,465235,POINT (-95.5134962 42.3868747),2010
2006-07,Barber and Cosmetology Tuition Grant,7,19,CHICKASAW,0,0,Iowa,465208,POINT (-92.3176637 43.06004140000001),2007
2006-07,Educational Training Voucher,7,41,HANCOCK,0,0,Iowa,465229,POINT (-93.7342723 43.0818861),2007
2016-17,Iowa Work Study,67,59,LUCAS,0,0,Iowa,465247,POINT (-93.3277207 41.0293738),2017
2001-02,Iowa Work Study,2,28,DELAWARE,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2002
2002-03,Vocational Technical Tuition Grant,3,19,CHICKASAW,25,23316,Iowa,465208,POINT (-92.3176637 43.06004140000001),2003
2008-09,Kibbie Grant,9,59,LUCAS,0,0,Iowa,465247,POINT (-93.3277207 41.0293738),2009
2008-09,Educational Training Voucher,9,11,BUENA VISTA,0,0,Iowa,465200,POINT (-95.15114900000002 42.7354936),2009
2008-09,Educational Training Voucher,9,47,IDA,0,0,Iowa,465235,POINT (-95.5134962 42.3868747),2009
2003-04,Iowa Grant,4,73,PAGE,2,1940,Iowa,465261,POINT (-95.1501747 40.7391444),2004
2011-12,Barber and Cosmetology Tuition Grant,12,68,MONROE,0,0,Iowa,465256,POINT (-92.8689877 41.0297826),2012
2002-03,GEAR UP Iowa Scholarship,2,75,PLYMOUTH,0,0,Iowa,465263,POINT (-96.2140431 42.7378346),2003
2008-09,Iowa Grant,9,44,HENRY,27,14628,Iowa,465232,POINT (-91.5445241 40.9879383),2009
2009-10,National Guard Educational Assistance,0,11,BUENA VISTA,12,29044,Iowa,465200,POINT (-95.15114900000002 42.7354936),2010
2009-10,All Iowa Opportunity Scholarship,0,83,SHELBY,1,1560,Iowa,465271,POINT (-95.31021130000002 41.6850926),2010
2010-11,All Iowa Fostercare Grant,1,37,GREENE,0,0,Iowa,465225,POINT (-94.3968356 42.0362394),2011
2015-16,Iowa Grant,56,49,JACKSON,0,0,Iowa,465237,POINT (-90.5742294 42.1717426),2016
2010-11,State of Iowa Scholars,1,3,ALLAMAKEE,0,0,Iowa,465192,POINT (-91.3780923 43.2842838),2011
2012-13,Educational Training Voucher,23,98,WORTH,0,0,Iowa,465286,POINT (-93.2608476 43.3773984),2013
2010-11,National Guard Educational Assistance,1,15,CASS,5,23261,Iowa,465204,POINT (-94.9278266 41.3314876),2011
2014-15,Vocational Technical Tuition Grant,45,10,BUCHANAN,23,18525,Iowa,465199,POINT (-91.8378392 42.4707777),2015
2004-05,Iowa Tuition Grant Match,5,69,MONTGOMERY,36,298468,Iowa,465257,POINT (-95.1563758 41.03014),2005
2001-02,Iowa Tuition Grant Not-for-Profit,2,36,FREMONT,21,69687,Iowa,465224,POINT (-95.6046765 40.7455892),2002
2006-07,National Guard Educational Assistance,7,65,MILLS,1,5879,Iowa,465253,POINT (-95.62132670000001 41.0334523),2007
2005-06,Vocational Technical Tuition Grant,6,55,KOSSUTH,51,46431,Iowa,465243,POINT (-94.2067199 43.20413),2006
2012-13,All Iowa Fostercare Grant,23,84,SIOUX,4,9703,Iowa,465272,POINT (-96.1778827 43.0826174),2013
2004-05,Iowa Grant,5,45,HOWARD,11,4470,Iowa,465233,POINT (-92.3171989 43.3567673),2005
2009-10,Educational Training Voucher,0,50,JASPER,0,0,Iowa,465238,POINT (-93.053765 41.6860394),2010
2006-07,GEAR UP Iowa Scholarship,2,4,APPANOOSE,0,0,Iowa,465193,POINT (-92.8686104 40.7431635),2007
2011-12,Vocational Technical Tuition Grant,12,54,KEOKUK,20,12540,Iowa,465242,POINT (-92.1786426 41.336465),2012
2017-18,State of Iowa Scholars,78,13,CALHOUN,0,0,Iowa,465202,POINT (-94.6404136 42.385184800000005),2018
2016-17,Iowa Grant,67,88,UNION,0,0,Iowa,465276,POINT (-94.2423792 41.0277304),2017
2017-18,Iowa Tuition Grant Match,78,74,PALO ALTO,0,0,Iowa,465262,POINT (-94.6781371 43.0820643),2018
2009-10,Barber and Cosmetology Tuition Grant,0,59,LUCAS,1,100,Iowa,465247,POINT (-93.3277207 41.0293738),2010
2002-03,Distaster Relief Grant,3,95,WINNEBAGO,0,0,Iowa,465283,POINT (-93.7341955 43.37756780000001),2003
2001-02,All Iowa Opportunity Scholarship,2,94,WEBSTER,0,0,Iowa,465282,POINT (-94.18178810000002 42.4279662),2002
2001-02,All Iowa Fostercare Grant,2,12,BUTLER,0,0,Iowa,465201,POINT (-92.7901934 42.7315661),2002
2015-16,State of Iowa Scholars,56,89,VAN BUREN,0,0,Iowa,465277,POINT (-91.9499871 40.7532294),2016
2004-05,National Guard Educational Assistance,5,66,MITCHELL,6,20691,Iowa,465254,POINT (-92.7890315 43.3564124),2005
2006-07,Iowa Tuition Grant Match,7,37,GREENE,49,447249,Iowa,465225,POINT (-94.3968356 42.0362394),2007
2006-07,All Iowa Opportunity Scholarship,7,15,CASS,0,0,Iowa,465204,POINT (-94.9278266 41.3314876),2007
2006-07,Iowa Tuition Grant For-Profit,7,90,WAPELLO,2,2957,Iowa,465278,POINT (-92.4094499 41.03058450000001),2007
2018-19,GEAR UP Iowa Scholarship,89,84,Sioux,0,0,Iowa,465272,POINT (-96.1778827 43.0826174),2019
2004-05,Barber and Cosmetology Tuition Grant,5,1,ADAIR,0,0,Iowa,465190,POINT (-94.4709413 41.3307464),2005
2011-12,Distaster Relief Grant,12,31,DUBUQUE,0,0,Iowa,465219,POINT (-90.8824564 42.468832),2012
2001-02,Barber and Cosmetology Tuition Grant,2,37,GREENE,0,0,Iowa,465225,POINT (-94.3968356 42.0362394),2002
2006-07,Iowa Tuition Grant Match,7,10,BUCHANAN,102,674517,Iowa,465199,POINT (-91.8378392 42.4707777),2007
2017-18,All Iowa Opportunity Scholarship,78,94,WEBSTER,21,72200,Iowa,465282,POINT (-94.18178810000002 42.4279662),2018
2006-07,All Iowa Opportunity Scholarship,7,78,POTTAWATTAMIE,0,0,Iowa,465266,POINT (-95.5423935 41.3366123),2007
2001-02,Kibbie Grant,2,93,WAYNE,0,0,Iowa,465281,POINT (-93.3273639 40.73947020000001),2002
2009-10,GEAR UP Iowa Scholarship,2,26,DAVIS,0,0,Iowa,465214,POINT (-92.4097173 40.7476891),2010
2002-03,State of Iowa Scholars,3,5,AUDUBON,4,1600,Iowa,465194,POINT (-94.9058222 41.6845893),2003
2016-17,GEAR UP Iowa Scholarship,2,49,JACKSON,1,2600,Iowa,465237,POINT (-90.5742294 42.1717426),2017
2012-13,Iowa Work Study,23,59,LUCAS,0,0,Iowa,465247,POINT (-93.3277207 41.0293738),2013
2016-17,Iowa Grant,67,1,ADAIR,0,0,Iowa,465190,POINT (-94.4709413 41.3307464),2017
2016-17,Iowa Work Study,67,35,FRANKLIN,0,0,Iowa,465223,POINT (-93.262473 42.7325458),2017
2010-11,Distaster Relief Grant,1,19,CHICKASAW,0,0,Iowa,465208,POINT (-92.3176637 43.06004140000001),2011
2010-11,Iowa Tuition Grant Not-for-Profit,1,11,BUENA VISTA,144,466059,Iowa,465200,POINT (-95.15114900000002 42.7354936),2011
2006-07,Teacher Shortage Forgivable Loan,7,55,KOSSUTH,5,13500,Iowa,465243,POINT (-94.2067199 43.20413),2007
2014-15,Teacher Shortage Forgivable Loan,45,22,CLAYTON,0,0,Iowa,465210,POINT (-91.34143280000002 42.8447493),2015
2016-17,Iowa Tuition Grant For-Profit,67,42,HARDIN,11,21358,Iowa,465230,POINT (-93.2404025 42.3838803),2017
2009-10,Iowa Tuition Grant,0,8,BOONE,133,355505,Iowa,465197,POINT (-93.931671 42.0365493),2010
2012-13,Teacher Shortage Forgivable Loan,23,88,UNION,0,0,Iowa,465276,POINT (-94.2423792 41.0277304),2013
2009-10,Distaster Relief Grant,0,98,WORTH,0,0,Iowa,465286,POINT (-93.2608476 43.3773984),2010
2003-04,Distaster Relief Grant,4,27,DECATUR,0,0,Iowa,465215,POINT (-93.7862815 40.7376827),2004
2011-12,GEAR UP Iowa Scholarship,2,12,BUTLER,0,0,Iowa,465201,POINT (-92.7901934 42.7315661),2012
2016-17,All Iowa Opportunity Scholarship,67,97,WOODBURY,100,431733,Iowa,465285,POINT (-96.0447673 42.3897169),2017
2009-10,Distaster Relief Grant,0,3,ALLAMAKEE,0,0,Iowa,465192,POINT (-91.3780923 43.2842838),2010
2002-03,Educational Training Voucher,3,68,MONROE,0,0,Iowa,465256,POINT (-92.8689877 41.0297826),2003
2009-10,Iowa Work Study,0,23,CLINTON,0,0,Iowa,465211,POINT (-90.5319724 41.8980358),2010
2006-07,Iowa Tuition Grant Match,7,47,IDA,48,373848,Iowa,465235,POINT (-95.5134962 42.3868747),2007
2005-06,Educational Training Voucher,6,10,BUCHANAN,0,0,Iowa,465199,POINT (-91.8378392 42.4707777),2006
2002-03,State of Iowa Scholars,3,40,HAMILTON,7,2600,Iowa,465228,POINT (-93.7068085 42.3837722),2003
2012-13,Iowa Tuition Grant Match,23,53,JONES,135,1277898,Iowa,465241,POINT (-91.1314352 42.1212397),2013
2001-02,All Iowa Opportunity Scholarship,2,99,WRIGHT,0,0,Iowa,465287,POINT (-93.7351465 42.7331189),2002
2017-18,All Iowa Opportunity Scholarship,78,10,BUCHANAN,14,54241,Iowa,465199,POINT (-91.8378392 42.4707777),2018
2017-18,Teacher Shortage Forgivable Loan,78,73,PAGE,0,0,Iowa,465261,POINT (-95.1501747 40.7391444),2018
2003-04,Iowa Grant,4,69,MONTGOMERY,4,1700,Iowa,465257,POINT (-95.1563758 41.03014),2004
2010-11,Iowa Tuition Grant For-Profit,1,95,WINNEBAGO,14,12209,Iowa,465283,POINT (-93.7341955 43.37756780000001),2011
2010-11,Teacher Shortage Forgivable Loan,1,36,FREMONT,0,0,Iowa,465224,POINT (-95.6046765 40.7455892),2011
2005-06,State of Iowa Scholars,6,13,CALHOUN,5,2000,Iowa,465202,POINT (-94.6404136 42.385184800000005),2006
2004-05,Educational Training Voucher,5,82,SCOTT,0,0,Iowa,465270,POINT (-90.6232428 41.6370978),2005
2011-12,Educational Training Voucher,12,68,MONROE,0,0,Iowa,465256,POINT (-92.8689877 41.0297826),2012
2016-17,Iowa Tuition Grant Not-for-Profit,67,17,CERRO GORDO,103,428049,Iowa,465206,POINT (-93.2608184 43.081557700000005),2017
2011-12,Iowa Tuition Grant Not-for-Profit,12,23,CLINTON,131,404458,Iowa,465211,POINT (-90.5319724 41.8980358),2012
2007-08,State of Iowa Scholars,8,18,CHEROKEE,0,0,Iowa,465207,POINT (-95.6238055 42.7356226),2008
2006-07,Vocational Technical Tuition Grant,7,50,JASPER,40,31396,Iowa,465238,POINT (-93.053765 41.6860394),2007
2017-18,Iowa Tuition Grant Match,78,70,MUSCATINE,0,0,Iowa,465258,POINT (-91.1127562 41.4839221),2018
2018-19,Iowa Tuition Grant,89,51,Jefferson,47,212396,Iowa,465239,POINT (-91.9488774 41.0317596),2019
2009-10,Iowa Tuition Grant Not-for-Profit,0,71,O'BRIEN,91,293264,Iowa,465259,POINT (-95.6248784 43.0837527),2010
2004-05,Educational Training Voucher,5,63,MARION,0,0,Iowa,465251,POINT (-93.0994367 41.3344515),2005
2004-05,Iowa Grant,5,84,SIOUX,24,16135,Iowa,465272,POINT (-96.1778827 43.0826174),2005
2001-02,GEAR UP Iowa Scholarship,2,75,PLYMOUTH,0,0,Iowa,465263,POINT (-96.2140431 42.7378346),2002
2017-18,All Iowa Opportunity Scholarship,78,56,LEE,4,16437,Iowa,465244,POINT (-91.479264 40.6419764),2018
2016-17,Iowa Grant,67,64,MARSHALL,0,0,Iowa,465252,POINT (-92.9987706 42.0358499),2017
2004-05,All Iowa Opportunity Scholarship,5,97,WOODBURY,0,0,Iowa,465285,POINT (-96.0447673 42.3897169),2005
2018-19,Iowa Tuition Grant For-Profit,89,9,Bremer,6,8034,Iowa,465198,POINT (-92.31805480000001 42.7745873),2019
2011-12,Educational Training Voucher,12,40,HAMILTON,0,0,Iowa,465228,POINT (-93.7068085 42.3837722),2012
2013-14,Iowa Tuition Grant,34,6,BENTON,145,432159,Iowa,465195,POINT (-92.0656912 42.0801864),2014
2016-17,GEAR UP Iowa Scholarship,2,89,VAN BUREN,0,0,Iowa,465277,POINT (-91.9499871 40.7532294),2017
2006-07,All Iowa Fostercare Grant,7,47,IDA,0,0,Iowa,465235,POINT (-95.5134962 42.3868747),2007
2008-09,Iowa Grant,9,7,BLACK HAWK,192,128369,Iowa,465196,POINT (-92.3088197 42.4700957),2009
2012-13,Iowa Work Study,23,47,IDA,0,0,Iowa,465235,POINT (-95.5134962 42.3868747),2013
2007-08,Iowa Tuition Grant For-Profit,8,2,ADAMS,0,0,Iowa,465191,POINT (-94.6991849 41.02898390000001),2008
2009-10,State of Iowa Scholars,0,17,CERRO GORDO,0,0,Iowa,465206,POINT (-93.2608184 43.081557700000005),2010
2007-08,Iowa Tuition Grant,8,23,CLINTON,279,898411,Iowa,465211,POINT (-90.5319724 41.8980358),2008
2007-08,GEAR UP Iowa Scholarship,2,79,POWESHIEK,0,0,Iowa,465267,POINT (-92.53146840000001 41.6864422),2008
2008-09,Barber and Cosmetology Tuition Grant,9,30,DICKINSON,0,0,Iowa,465218,POINT (-95.1508301 43.3779848),2009
2012-13,GEAR UP Iowa Scholarship,2,22,CLAYTON,0,0,Iowa,465210,POINT (-91.34143280000002 42.8447493),2013
2009-10,Barber and Cosmetology Tuition Grant,0,39,GUTHRIE,2,100,Iowa,465227,POINT (-94.501055 41.6837548),2010
2008-09,GEAR UP Iowa Scholarship,2,71,O'BRIEN,0,0,Iowa,465259,POINT (-95.6248784 43.0837527),2009
2016-17,Educational Training Voucher,67,47,IDA,1,5000,Iowa,465235,POINT (-95.5134962 42.3868747),2017
2013-14,GEAR UP Iowa Scholarship,34,30,DICKINSON,0,0,Iowa,465218,POINT (-95.1508301 43.3779848),2014
2009-10,Iowa Tuition Grant Not-for-Profit,0,1,ADAIR,60,193858,Iowa,465190,POINT (-94.4709413 41.3307464),2010
2013-14,Barber and Cosmetology Tuition Grant,34,39,GUTHRIE,0,0,Iowa,465227,POINT (-94.501055 41.6837548),2014
2013-14,Iowa Tuition Grant Not-for-Profit,34,93,WAYNE,23,58834,Iowa,465281,POINT (-93.3273639 40.73947020000001),2014
2010-11,Iowa Tuition Grant Match,1,91,WARREN,317,2595357,Iowa,465279,POINT (-93.5613594 41.3343735),2011
2011-12,Iowa Tuition Grant,12,47,IDA,49,158691,Iowa,465235,POINT (-95.5134962 42.3868747),2012
2015-16,Educational Training Voucher,56,88,UNION,0,0,Iowa,465276,POINT (-94.2423792 41.0277304),2016
2002-03,Iowa Tuition Grant For-Profit,3,28,DELAWARE,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2003
2008-09,Iowa Tuition Grant For-Profit,9,59,LUCAS,3,5581,Iowa,465247,POINT (-93.3277207 41.0293738),2009
2008-09,National Guard Educational Assistance,9,97,WOODBURY,71,244330,Iowa,465285,POINT (-96.0447673 42.3897169),2009
2014-15,Distaster Relief Grant,45,59,LUCAS,0,0,Iowa,465247,POINT (-93.3277207 41.0293738),2015
2009-10,Educational Training Voucher,0,20,CLARKE,0,0,Iowa,465209,POINT (-93.78515790000002 41.0290323),2010
2004-05,Distaster Relief Grant,5,77,POLK,0,0,Iowa,465265,POINT (-93.5735335 41.6855048),2005
2006-07,National Guard Educational Assistance,7,31,DUBUQUE,9,32081,Iowa,465219,POINT (-90.8824564 42.468832),2007
2012-13,Kibbie Grant,23,58,LOUISA,23,25519,Iowa,465246,POINT (-91.2596184 41.2185073),2013
2002-03,All Iowa Opportunity Scholarship,3,44,HENRY,0,0,Iowa,465232,POINT (-91.5445241 40.9879383),2003
2008-09,Iowa Grant,9,71,O'BRIEN,9,8300,Iowa,465259,POINT (-95.6248784 43.0837527),2009
2018-19,National Guard Educational Assistance,89,14,Carroll,5,25864,Iowa,465203,POINT (-94.8605593 42.0362382),2019
2011-12,Educational Training Voucher,12,98,WORTH,0,0,Iowa,465286,POINT (-93.2608476 43.3773984),2012
2016-17,Barber and Cosmetology Tuition Grant,67,37,GREENE,0,0,Iowa,465225,POINT (-94.3968356 42.0362394),2017
2007-08,Distaster Relief Grant,8,23,CLINTON,0,0,Iowa,465211,POINT (-90.5319724 41.8980358),2008
2011-12,All Iowa Opportunity Scholarship,12,9,BREMER,4,19324,Iowa,465198,POINT (-92.31805480000001 42.7745873),2012
2013-14,Distaster Relief Grant,34,34,FLOYD,0,0,Iowa,465222,POINT (-92.78900330000002 43.0599208),2014
2006-07,GEAR UP Iowa Scholarship,2,19,CHICKASAW,0,0,Iowa,465208,POINT (-92.3176637 43.06004140000001),2007
2008-09,Iowa Tuition Grant Not-for-Profit,9,25,DALLAS,247,735509,Iowa,465213,POINT (-94.0397374 41.6848862),2009
2017-18,Iowa Tuition Grant Match,78,16,CEDAR,0,0,Iowa,465205,POINT (-91.1324125 41.7723207),2018
2006-07,National Guard Educational Assistance,7,58,LOUISA,0,0,Iowa,465246,POINT (-91.2596184 41.2185073),2007
2017-18,Iowa Tuition Grant Not-for-Profit,78,67,MONONA,20,90332,Iowa,465255,POINT (-95.9599235 42.0516663),2018
2004-05,All Iowa Opportunity Scholarship,5,64,MARSHALL,0,0,Iowa,465252,POINT (-92.9987706 42.0358499),2005
2010-11,Vocational Technical Tuition Grant,1,72,OSCEOLA,6,4900,Iowa,465260,POINT (-95.6236852 43.3785704),2011
2003-04,Kibbie Grant,4,45,HOWARD,0,0,Iowa,465233,POINT (-92.3171989 43.3567673),2004
2009-10,National Guard Educational Assistance,0,92,WASHINGTON,6,16257,Iowa,465280,POINT (-91.7178676 41.335591),2010
2015-16,GEAR UP Iowa Scholarship,2,10,BUCHANAN,0,0,Iowa,465199,POINT (-91.8378392 42.4707777),2016
2018-19,All Iowa Opportunity Scholarship,89,74,Palo Alto,7,31158,Iowa,465262,POINT (-94.6781371 43.0820643),2019
2001-02,Vocational Technical Tuition Grant,2,12,BUTLER,53,24488,Iowa,465201,POINT (-92.7901934 42.7315661),2002
2004-05,Educational Training Voucher,5,90,WAPELLO,0,0,Iowa,465278,POINT (-92.4094499 41.03058450000001),2005
2008-09,GEAR UP Iowa Scholarship,2,33,FAYETTE,0,0,Iowa,465221,POINT (-91.8443207 42.8625919),2009
2012-13,Educational Training Voucher,23,17,CERRO GORDO,2,5750,Iowa,465206,POINT (-93.2608184 43.081557700000005),2013
2012-13,Educational Training Voucher,23,51,JEFFERSON,1,938,Iowa,465239,POINT (-91.9488774 41.0317596),2013
2003-04,Iowa Work Study,4,63,MARION,0,0,Iowa,465251,POINT (-93.0994367 41.3344515),2004
2009-10,Iowa Tuition Grant For-Profit,0,18,CHEROKEE,0,0,Iowa,465207,POINT (-95.6238055 42.7356226),2010
2004-05,Iowa Tuition Grant Not-for-Profit,5,70,MUSCATINE,122,358595,Iowa,465258,POINT (-91.1127562 41.4839221),2005
2012-13,Iowa Grant,23,76,POCAHONTAS,8,6347,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2013
2003-04,Barber and Cosmetology Tuition Grant,4,68,MONROE,0,0,Iowa,465256,POINT (-92.8689877 41.0297826),2004
2015-16,Educational Training Voucher,56,70,MUSCATINE,2,6875,Iowa,465258,POINT (-91.1127562 41.4839221),2016
2011-12,Iowa Work Study,12,65,MILLS,0,0,Iowa,465253,POINT (-95.62132670000001 41.0334523),2012
2011-12,Iowa Tuition Grant Not-for-Profit,12,39,GUTHRIE,62,171367,Iowa,465227,POINT (-94.501055 41.6837548),2012
2012-13,National Guard Educational Assistance,23,72,OSCEOLA,4,22138,Iowa,465260,POINT (-95.6236852 43.3785704),2013
2010-11,Vocational Technical Tuition Grant,1,40,HAMILTON,22,19762,Iowa,465228,POINT (-93.7068085 42.3837722),2011
2001-02,All Iowa Opportunity Scholarship,2,23,CLINTON,0,0,Iowa,465211,POINT (-90.5319724 41.8980358),2002
2007-08,Iowa Grant,8,62,MAHASKA,23,18248,Iowa,465250,POINT (-92.6409094 41.3352035),2008
2012-13,Iowa Work Study,23,6,BENTON,0,0,Iowa,465195,POINT (-92.0656912 42.0801864),2013
2012-13,GEAR UP Iowa Scholarship,2,57,LINN,0,0,Iowa,465245,POINT (-91.5989646 42.0789478),2013
2007-08,Distaster Relief Grant,8,28,DELAWARE,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2008
2016-17,GEAR UP Iowa Scholarship,2,76,POCAHONTAS,1,2925,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2017
2005-06,Barber and Cosmetology Tuition Grant,6,44,HENRY,0,0,Iowa,465232,POINT (-91.5445241 40.9879383),2006
2012-13,Distaster Relief Grant,23,11,BUENA VISTA,0,0,Iowa,465200,POINT (-95.15114900000002 42.7354936),2013
2012-13,Iowa Grant,23,60,LYON,2,1498,Iowa,465248,POINT (-96.2102924 43.380497),2013
2011-12,National Guard Educational Assistance,12,40,HAMILTON,4,13028,Iowa,465228,POINT (-93.7068085 42.3837722),2012
2005-06,Barber and Cosmetology Tuition Grant,6,15,CASS,0,0,Iowa,465204,POINT (-94.9278266 41.3314876),2006
2007-08,Iowa Tuition Grant,8,97,WOODBURY,555,1871444,Iowa,465285,POINT (-96.0447673 42.3897169),2008
2015-16,National Guard Educational Assistance,56,12,BUTLER,5,23612,Iowa,465201,POINT (-92.7901934 42.7315661),2016
2004-05,Iowa Tuition Grant Match,5,70,MUSCATINE,126,582257,Iowa,465258,POINT (-91.1127562 41.4839221),2005
2016-17,Kibbie Grant,67,25,DALLAS,60,68153,Iowa,465213,POINT (-94.0397374 41.6848862),2017
2002-03,All Iowa Opportunity Scholarship,3,38,GRUNDY,0,0,Iowa,465226,POINT (-92.7914177 42.4018651),2003
2004-05,National Guard Educational Assistance,5,10,BUCHANAN,2,7914,Iowa,465199,POINT (-91.8378392 42.4707777),2005
2007-08,Iowa Tuition Grant,8,10,BUCHANAN,115,339923,Iowa,465199,POINT (-91.8378392 42.4707777),2008
2014-15,Iowa Tuition Grant,45,47,IDA,42,153475,Iowa,465235,POINT (-95.5134962 42.3868747),2015
2002-03,Teacher Shortage Forgivable Loan,3,11,BUENA VISTA,9,24000,Iowa,465200,POINT (-95.15114900000002 42.7354936),2003
2011-12,Distaster Relief Grant,12,76,POCAHONTAS,0,0,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2012
2006-07,Educational Training Voucher,7,1,ADAIR,0,0,Iowa,465190,POINT (-94.4709413 41.3307464),2007
2017-18,Iowa Tuition Grant Match,78,3,ALLAMAKEE,0,0,Iowa,465192,POINT (-91.3780923 43.2842838),2018
2014-15,Iowa Tuition Grant Match,45,76,POCAHONTAS,21,223691,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2015
2003-04,Iowa Grant,4,30,DICKINSON,6,5100,Iowa,465218,POINT (-95.1508301 43.3779848),2004
2003-04,Kibbie Grant,4,54,KEOKUK,0,0,Iowa,465242,POINT (-92.1786426 41.336465),2004
2017-18,Vocational Technical Tuition Grant,78,98,WORTH,8,5450,Iowa,465286,POINT (-93.2608476 43.3773984),2018
2017-18,Kibbie Grant,78,43,HARRISON,16,13722,Iowa,465231,POINT (-95.8169209 41.6828528),2018
2011-12,State of Iowa Scholars,12,58,LOUISA,0,0,Iowa,465246,POINT (-91.2596184 41.2185073),2012
2014-15,GEAR UP Iowa Scholarship,2,95,WINNEBAGO,0,0,Iowa,465283,POINT (-93.7341955 43.37756780000001),2015
