Grant Years,State Programs,Batch Year,County Number,County Name,Total Students Awarded,Total Dollars Awarded,State Name,GNIS Number,GEO Coordinates,Grant Year End Date
2005-06,Teacher Shortage Forgivable Loan,6,63,MARION,6,15000,Iowa,465251,POINT (-93.0994367 41.3344515),2006
2010-11,All Iowa Opportunity Scholarship,1,25,DALLAS,7,46416,Iowa,465213,POINT (-94.0397374 41.6848862),2011
2007-08,Kibbie Grant,8,96,WINNESHIEK,0,0,Iowa,465284,POINT (-91.8437074 43.2906746),2008
2016-17,Barber and Cosmetology Tuition Grant,67,48,IOWA,0,0,Iowa,465236,POINT (-92.065524 41.6863229),2017
2002-03,Kibbie Grant,3,80,RINGGOLD,0,0,Iowa,465268,POINT (-94.2439719 40.7352023),2003
2001-02,All Iowa Opportunity Scholarship,2,57,LINN,0,0,Iowa,465245,POINT (-91.5989646 42.0789478),2002
2004-05,Teacher Shortage Forgivable Loan,5,66,MITCHELL,1,1500,Iowa,465254,POINT (-92.7890315 43.3564124),2005
2016-17,State of Iowa Scholars,67,28,DELAWARE,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2017
2008-09,Vocational Technical Tuition Grant,9,48,IOWA,24,20738,Iowa,465236,POINT (-92.065524 41.6863229),2009
2014-15,Distaster Relief Grant,45,34,FLOYD,0,0,Iowa,465222,POINT (-92.78900330000002 43.0599208),2015
2015-16,Iowa Tuition Grant Not-for-Profit,56,13,CALHOUN,37,151094,Iowa,465202,POINT (-94.6404136 42.385184800000005),2016
2008-09,Distaster Relief Grant,9,98,WORTH,2,2126,Iowa,465286,POINT (-93.2608476 43.3773984),2009
2016-17,Barber and Cosmetology Tuition Grant,67,79,POWESHIEK,4,1625,Iowa,465267,POINT (-92.53146840000001 41.6864422),2017
2013-14,GEAR UP Iowa Scholarship,34,53,JONES,0,0,Iowa,465241,POINT (-91.1314352 42.1212397),2014
2009-10,Vocational Technical Tuition Grant,0,13,CALHOUN,13,13050,Iowa,465202,POINT (-94.6404136 42.385184800000005),2010
2017-18,Iowa Tuition Grant,78,13,CALHOUN,0,0,Iowa,465202,POINT (-94.6404136 42.385184800000005),2018
2016-17,All Iowa Opportunity Scholarship,67,10,BUCHANAN,19,86125,Iowa,465199,POINT (-91.8378392 42.4707777),2017
2016-17,Educational Training Voucher,67,71,O'BRIEN,3,11875,Iowa,465259,POINT (-95.6248784 43.0837527),2017
2009-10,Iowa Tuition Grant For-Profit,0,48,IOWA,15,17860,Iowa,465236,POINT (-92.065524 41.6863229),2010
2001-02,GEAR UP Iowa Scholarship,2,79,POWESHIEK,0,0,Iowa,465267,POINT (-92.53146840000001 41.6864422),2002
2018-19,GEAR UP Iowa Scholarship,89,81,Sac,0,0,Iowa,465269,POINT (-95.1053946 42.3862604),2019
2011-12,Distaster Relief Grant,12,29,DES MOINES,0,0,Iowa,465217,POINT (-91.1814707 40.9231829),2012
2002-03,All Iowa Fostercare Grant,3,2,ADAMS,0,0,Iowa,465191,POINT (-94.6991849 41.02898390000001),2003
2013-14,National Guard Educational Assistance,34,66,MITCHELL,7,33821,Iowa,465254,POINT (-92.7890315 43.3564124),2014
2016-17,Iowa Tuition Grant For-Profit,67,21,CLAY,1,2900,Iowa,465625,POINT (-95.1509194 43.0825804),2017
2014-15,Iowa Grant,45,41,HANCOCK,3,1750,Iowa,465229,POINT (-93.7342723 43.0818861),2015
2011-12,Iowa Tuition Grant,12,71,O'BRIEN,99,287172,Iowa,465259,POINT (-95.6248784 43.0837527),2012
2018-19,Kibbie Grant,89,61,Madison,9,10655,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2019
2002-03,Teacher Shortage Forgivable Loan,3,29,DES MOINES,6,15000,Iowa,465217,POINT (-91.1814707 40.9231829),2003
2013-14,All Iowa Fostercare Grant,34,2,ADAMS,0,0,Iowa,465191,POINT (-94.6991849 41.02898390000001),2014
2017-18,National Guard Educational Assistance,78,67,MONONA,2,7961,Iowa,465255,POINT (-95.9599235 42.0516663),2018
2003-04,All Iowa Opportunity Scholarship,4,54,KEOKUK,0,0,Iowa,465242,POINT (-92.1786426 41.336465),2004
2007-08,Iowa Tuition Grant Match,8,83,SHELBY,65,577547,Iowa,465271,POINT (-95.31021130000002 41.6850926),2008
2006-07,Iowa Tuition Grant For-Profit,7,76,POCAHONTAS,0,0,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2007
2016-17,Iowa Work Study,67,17,CERRO GORDO,0,0,Iowa,465206,POINT (-93.2608184 43.081557700000005),2017
2015-16,Barber and Cosmetology Tuition Grant,56,90,WAPELLO,2,322,Iowa,465278,POINT (-92.4094499 41.03058450000001),2016
2016-17,Barber and Cosmetology Tuition Grant,67,92,WASHINGTON,0,0,Iowa,465280,POINT (-91.7178676 41.335591),2017
2018-19,Iowa Tuition Grant,89,79,Poweshiek,68,329463,Iowa,465267,POINT (-92.53146840000001 41.6864422),2019
2004-05,All Iowa Opportunity Scholarship,5,15,CASS,0,0,Iowa,465204,POINT (-94.9278266 41.3314876),2005
2017-18,State of Iowa Scholars,78,94,WEBSTER,0,0,Iowa,465282,POINT (-94.18178810000002 42.4279662),2018
2014-15,Iowa Tuition Grant,45,68,MONROE,40,123715,Iowa,465256,POINT (-92.8689877 41.0297826),2015
2012-13,Iowa Grant,23,39,GUTHRIE,8,5008,Iowa,465227,POINT (-94.501055 41.6837548),2013
2006-07,GEAR UP Iowa Scholarship,2,56,LEE,0,0,Iowa,465244,POINT (-91.479264 40.6419764),2007
2008-09,Educational Training Voucher,9,60,LYON,0,0,Iowa,465248,POINT (-96.2102924 43.380497),2009
2015-16,Iowa Tuition Grant For-Profit,56,88,UNION,5,4307,Iowa,465276,POINT (-94.2423792 41.0277304),2016
2012-13,All Iowa Fostercare Grant,23,42,HARDIN,2,4540,Iowa,465230,POINT (-93.2404025 42.3838803),2013
2011-12,Iowa Work Study,12,54,KEOKUK,0,0,Iowa,465242,POINT (-92.1786426 41.336465),2012
2014-15,Iowa Tuition Grant Not-for-Profit,45,61,MADISON,70,247600,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2015
2012-13,National Guard Educational Assistance,23,33,FAYETTE,9,38110,Iowa,465221,POINT (-91.8443207 42.8625919),2013
2009-10,Vocational Technical Tuition Grant,0,3,ALLAMAKEE,21,18500,Iowa,465192,POINT (-91.3780923 43.2842838),2010
2013-14,All Iowa Opportunity Scholarship,34,76,POCAHONTAS,0,0,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2014
2017-18,Iowa Tuition Grant,78,44,HENRY,0,0,Iowa,465232,POINT (-91.5445241 40.9879383),2018
2012-13,Educational Training Voucher,23,37,GREENE,1,5000,Iowa,465225,POINT (-94.3968356 42.0362394),2013
2016-17,Iowa Tuition Grant Match,67,19,CHICKASAW,50,815581,Iowa,465208,POINT (-92.3176637 43.06004140000001),2017
2004-05,GEAR UP Iowa Scholarship,2,28,DELAWARE,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2005
2018-19,National Guard Educational Assistance,89,22,Clayton,4,20258,Iowa,465210,POINT (-91.34143280000002 42.8447493),2019
2014-15,Vocational Technical Tuition Grant,45,39,GUTHRIE,11,7950,Iowa,465227,POINT (-94.501055 41.6837548),2015
2005-06,Distaster Relief Grant,6,89,VAN BUREN,0,0,Iowa,465277,POINT (-91.9499871 40.7532294),2006
2011-12,National Guard Educational Assistance,12,87,TAYLOR,1,2358,Iowa,465275,POINT (-94.6964148 40.73743240000001),2012
2013-14,Iowa Grant,34,65,MILLS,4,2250,Iowa,465253,POINT (-95.62132670000001 41.0334523),2014
2006-07,Iowa Tuition Grant,7,15,CASS,56,197585,Iowa,465204,POINT (-94.9278266 41.3314876),2007
2018-19,All Iowa Opportunity Scholarship,89,93,Wayne,1,4532,Iowa,465281,POINT (-93.3273639 40.73947020000001),2019
2013-14,Iowa Grant,34,36,FREMONT,2,1250,Iowa,465224,POINT (-95.6046765 40.7455892),2014
2014-15,Vocational Technical Tuition Grant,45,96,WINNESHIEK,31,27121,Iowa,465284,POINT (-91.8437074 43.2906746),2015
2014-15,Educational Training Voucher,45,68,MONROE,0,0,Iowa,465256,POINT (-92.8689877 41.0297826),2015
2009-10,National Guard Educational Assistance,0,35,FRANKLIN,4,8900,Iowa,465223,POINT (-93.262473 42.7325458),2010
2017-18,Educational Training Voucher,78,21,CLAY,1,2500,Iowa,465625,POINT (-95.1509194 43.0825804),2018
2008-09,Barber and Cosmetology Tuition Grant,9,37,GREENE,0,0,Iowa,465225,POINT (-94.3968356 42.0362394),2009
2013-14,National Guard Educational Assistance,34,9,BREMER,6,26601,Iowa,465198,POINT (-92.31805480000001 42.7745873),2014
2004-05,Iowa Tuition Grant For-Profit,5,60,LYON,0,0,Iowa,465248,POINT (-96.2102924 43.380497),2005
2002-03,Iowa Tuition Grant,3,91,WARREN,286,803907,Iowa,465279,POINT (-93.5613594 41.3343735),2003
2006-07,Iowa Tuition Grant For-Profit,7,36,FREMONT,13,24581,Iowa,465224,POINT (-95.6046765 40.7455892),2007
2015-16,Educational Training Voucher,56,48,IOWA,2,6683,Iowa,465236,POINT (-92.065524 41.6863229),2016
2002-03,Iowa Tuition Grant,3,89,VAN BUREN,40,106619,Iowa,465277,POINT (-91.9499871 40.7532294),2003
2010-11,Iowa Work Study,1,81,SAC,0,0,Iowa,465269,POINT (-95.1053946 42.3862604),2011
2012-13,Teacher Shortage Forgivable Loan,23,30,DICKINSON,0,0,Iowa,465218,POINT (-95.1508301 43.3779848),2013
2011-12,Kibbie Grant,12,12,BUTLER,0,0,Iowa,465201,POINT (-92.7901934 42.7315661),2012
2014-15,Iowa Tuition Grant For-Profit,45,40,HAMILTON,5,7080,Iowa,465228,POINT (-93.7068085 42.3837722),2015
2012-13,All Iowa Opportunity Scholarship,23,78,POTTAWATTAMIE,6,29715,Iowa,465266,POINT (-95.5423935 41.3366123),2013
2004-05,Barber and Cosmetology Tuition Grant,5,80,RINGGOLD,0,0,Iowa,465268,POINT (-94.2439719 40.7352023),2005
2015-16,Iowa Work Study,56,57,LINN,0,0,Iowa,465245,POINT (-91.5989646 42.0789478),2016
2018-19,Governor Terry E. Branstad Iowa State Fair Scholarship,89,28,Delaware,0,0,Iowa,465216,POINT (-91.3673502 42.471211),2019
2011-12,Iowa Tuition Grant For-Profit,12,8,BOONE,21,24052,Iowa,465197,POINT (-93.931671 42.0365493),2012
2001-02,Iowa Tuition Grant Match,2,68,MONROE,0,0,Iowa,465256,POINT (-92.8689877 41.0297826),2002
2001-02,Iowa Grant,2,13,CALHOUN,11,7350,Iowa,465202,POINT (-94.6404136 42.385184800000005),2002
2017-18,State of Iowa Scholars,78,62,MAHASKA,0,0,Iowa,465250,POINT (-92.6409094 41.3352035),2018
2010-11,Iowa Tuition Grant Not-for-Profit,1,43,HARRISON,42,130664,Iowa,465231,POINT (-95.8169209 41.6828528),2011
2015-16,All Iowa Opportunity Scholarship,56,74,PALO ALTO,1,3943,Iowa,465262,POINT (-94.6781371 43.0820643),2016
2017-18,Kibbie Grant,78,95,WINNEBAGO,14,16738,Iowa,465283,POINT (-93.7341955 43.37756780000001),2018
2018-19,GEAR UP Iowa Scholarship,89,54,Keokuk,0,0,Iowa,465242,POINT (-92.1786426 41.336465),2019
2010-11,Educational Training Voucher,1,83,SHELBY,0,0,Iowa,465271,POINT (-95.31021130000002 41.6850926),2011
2001-02,Teacher Shortage Forgivable Loan,2,99,WRIGHT,2,3500,Iowa,465287,POINT (-93.7351465 42.7331189),2002
2001-02,Iowa Tuition Grant Not-for-Profit,2,71,O'BRIEN,151,528186,Iowa,465259,POINT (-95.6248784 43.0837527),2002
2012-13,State of Iowa Scholars,23,67,MONONA,0,0,Iowa,465255,POINT (-95.9599235 42.0516663),2013
2001-02,GEAR UP Iowa Scholarship,2,54,KEOKUK,0,0,Iowa,465242,POINT (-92.1786426 41.336465),2002
2016-17,Kibbie Grant,67,2,ADAMS,11,14517,Iowa,465191,POINT (-94.6991849 41.02898390000001),2017
2014-15,Iowa Grant,45,9,BREMER,15,10720,Iowa,465198,POINT (-92.31805480000001 42.7745873),2015
2012-13,Iowa Work Study,23,42,HARDIN,0,0,Iowa,465230,POINT (-93.2404025 42.3838803),2013
2009-10,GEAR UP Iowa Scholarship,2,93,WAYNE,0,0,Iowa,465281,POINT (-93.3273639 40.73947020000001),2010
2017-18,Teacher Shortage Forgivable Loan,78,31,DUBUQUE,0,0,Iowa,465219,POINT (-90.8824564 42.468832),2018
2015-16,Teacher Shortage Forgivable Loan,56,70,MUSCATINE,0,0,Iowa,465258,POINT (-91.1127562 41.4839221),2016
2017-18,All Iowa Opportunity Scholarship,78,49,JACKSON,0,0,Iowa,465237,POINT (-90.5742294 42.1717426),2018
2004-05,Kibbie Grant,5,46,HUMBOLDT,0,0,Iowa,465234,POINT (-94.2071868 42.7764686),2005
2014-15,All Iowa Fostercare Grant,45,35,FRANKLIN,0,0,Iowa,465223,POINT (-93.262473 42.7325458),2015
2012-13,All Iowa Opportunity Scholarship,23,5,AUDUBON,1,2040,Iowa,465194,POINT (-94.9058222 41.6845893),2013
2012-13,State of Iowa Scholars,23,79,POWESHIEK,0,0,Iowa,465267,POINT (-92.53146840000001 41.6864422),2013
2013-14,Iowa Tuition Grant,34,2,ADAMS,14,46775,Iowa,465191,POINT (-94.6991849 41.02898390000001),2014
2002-03,Iowa Tuition Grant Match,3,27,DECATUR,0,0,Iowa,465215,POINT (-93.7862815 40.7376827),2003
2003-04,GEAR UP Iowa Scholarship,2,16,CEDAR,0,0,Iowa,465205,POINT (-91.1324125 41.7723207),2004
2015-16,GEAR UP Iowa Scholarship,2,72,OSCEOLA,1,2600,Iowa,465260,POINT (-95.6236852 43.3785704),2016
2006-07,Educational Training Voucher,7,14,CARROLL,0,0,Iowa,465203,POINT (-94.8605593 42.0362382),2007
2017-18,Governor Terry E. Branstad Iowa State Fair Scholarship,78,64,MARSHALL,0,0,Iowa,465252,POINT (-92.9987706 42.0358499),2018
2009-10,Distaster Relief Grant,0,97,WOODBURY,0,0,Iowa,465285,POINT (-96.0447673 42.3897169),2010
2007-08,Teacher Shortage Forgivable Loan,8,29,DES MOINES,2,3000,Iowa,465217,POINT (-91.1814707 40.9231829),2008
2001-02,Iowa Tuition Grant For-Profit,2,2,ADAMS,0,0,Iowa,465191,POINT (-94.6991849 41.02898390000001),2002
2012-13,Barber and Cosmetology Tuition Grant,23,42,HARDIN,0,0,Iowa,465230,POINT (-93.2404025 42.3838803),2013
2008-09,Iowa Tuition Grant Match,9,72,OSCEOLA,38,353338,Iowa,465260,POINT (-95.6236852 43.3785704),2009
2006-07,Educational Training Voucher,7,4,APPANOOSE,0,0,Iowa,465193,POINT (-92.8686104 40.7431635),2007
2012-13,Teacher Shortage Forgivable Loan,23,84,SIOUX,0,0,Iowa,465272,POINT (-96.1778827 43.0826174),2013
2006-07,Iowa Work Study,7,27,DECATUR,0,0,Iowa,465215,POINT (-93.7862815 40.7376827),2007
2012-13,State of Iowa Scholars,23,93,WAYNE,0,0,Iowa,465281,POINT (-93.3273639 40.73947020000001),2013
2015-16,Barber and Cosmetology Tuition Grant,56,10,BUCHANAN,0,0,Iowa,465199,POINT (-91.8378392 42.4707777),2016
2008-09,National Guard Educational Assistance,9,34,FLOYD,5,15636,Iowa,465222,POINT (-92.78900330000002 43.0599208),2009
2013-14,Teacher Shortage Forgivable Loan,34,44,HENRY,0,0,Iowa,465232,POINT (-91.5445241 40.9879383),2014
2007-08,Distaster Relief Grant,8,60,LYON,0,0,Iowa,465248,POINT (-96.2102924 43.380497),2008
2018-19,Iowa Tuition Grant For-Profit,89,39,Guthrie,2,1210,Iowa,465227,POINT (-94.501055 41.6837548),2019
2010-11,Kibbie Grant,1,35,FRANKLIN,0,0,Iowa,465223,POINT (-93.262473 42.7325458),2011
2009-10,Iowa Work Study,0,46,HUMBOLDT,0,0,Iowa,465234,POINT (-94.2071868 42.7764686),2010
2005-06,All Iowa Opportunity Scholarship,6,43,HARRISON,0,0,Iowa,465231,POINT (-95.8169209 41.6828528),2006
2011-12,Iowa Tuition Grant,12,9,BREMER,162,451918,Iowa,465198,POINT (-92.31805480000001 42.7745873),2012
2005-06,Iowa Tuition Grant,6,78,POTTAWATTAMIE,303,772414,Iowa,465266,POINT (-95.5423935 41.3366123),2006
2015-16,National Guard Educational Assistance,56,24,CRAWFORD,5,14307,Iowa,465212,POINT (-95.3819678 42.0372125),2016
2015-16,Iowa Work Study,56,41,HANCOCK,0,0,Iowa,465229,POINT (-93.7342723 43.0818861),2016
2015-16,Teacher Shortage Forgivable Loan,56,19,CHICKASAW,0,0,Iowa,465208,POINT (-92.3176637 43.06004140000001),2016
2009-10,Iowa Tuition Grant,0,3,ALLAMAKEE,104,327306,Iowa,465192,POINT (-91.3780923 43.2842838),2010
2009-10,Distaster Relief Grant,0,19,CHICKASAW,0,0,Iowa,465208,POINT (-92.3176637 43.06004140000001),2010
2002-03,Distaster Relief Grant,3,4,APPANOOSE,0,0,Iowa,465193,POINT (-92.8686104 40.7431635),2003
2001-02,Distaster Relief Grant,2,13,CALHOUN,0,0,Iowa,465202,POINT (-94.6404136 42.385184800000005),2002
2017-18,All Iowa Fostercare Grant,78,64,MARSHALL,0,0,Iowa,465252,POINT (-92.9987706 42.0358499),2018
2008-09,Teacher Shortage Forgivable Loan,9,7,BLACK HAWK,0,0,Iowa,465196,POINT (-92.3088197 42.4700957),2009
2003-04,GEAR UP Iowa Scholarship,2,75,PLYMOUTH,0,0,Iowa,465263,POINT (-96.2140431 42.7378346),2004
2004-05,Barber and Cosmetology Tuition Grant,5,33,FAYETTE,0,0,Iowa,465221,POINT (-91.8443207 42.8625919),2005
2013-14,Barber and Cosmetology Tuition Grant,34,38,GRUNDY,0,0,Iowa,465226,POINT (-92.7914177 42.4018651),2014
2006-07,Iowa Tuition Grant For-Profit,7,86,TAMA,8,15525,Iowa,465274,POINT (-92.5325425 42.07981170000001),2007
2001-02,Iowa Tuition Grant For-Profit,2,45,HOWARD,0,0,Iowa,465233,POINT (-92.3171989 43.3567673),2002
2007-08,Iowa Tuition Grant For-Profit,8,65,MILLS,8,17250,Iowa,465253,POINT (-95.62132670000001 41.0334523),2008
2009-10,GEAR UP Iowa Scholarship,2,9,BREMER,0,0,Iowa,465198,POINT (-92.31805480000001 42.7745873),2010
2005-06,All Iowa Opportunity Scholarship,6,26,DAVIS,0,0,Iowa,465214,POINT (-92.4097173 40.7476891),2006
2017-18,All Iowa Fostercare Grant,78,75,PLYMOUTH,0,0,Iowa,465263,POINT (-96.2140431 42.7378346),2018
2012-13,Iowa Tuition Grant Match,23,76,POCAHONTAS,18,208191,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2013
2007-08,All Iowa Opportunity Scholarship,8,8,BOONE,1,3060,Iowa,465197,POINT (-93.931671 42.0365493),2008
2018-19,All Iowa Opportunity Scholarship,89,14,Carroll,2,8498,Iowa,465203,POINT (-94.8605593 42.0362382),2019
2017-18,Iowa Tuition Grant,78,70,MUSCATINE,0,0,Iowa,465258,POINT (-91.1127562 41.4839221),2018
2002-03,Iowa Tuition Grant For-Profit,3,27,DECATUR,0,0,Iowa,465215,POINT (-93.7862815 40.7376827),2003
2015-16,Iowa Tuition Grant Match,56,54,KEOKUK,34,408069,Iowa,465242,POINT (-92.1786426 41.336465),2016
2014-15,Iowa Grant,45,6,BENTON,9,4695,Iowa,465195,POINT (-92.0656912 42.0801864),2015
2015-16,Iowa Tuition Grant Not-for-Profit,56,48,IOWA,72,330999,Iowa,465236,POINT (-92.065524 41.6863229),2016
2012-13,Iowa Tuition Grant Match,23,57,LINN,959,8554605,Iowa,465245,POINT (-91.5989646 42.0789478),2013
2014-15,Educational Training Voucher,45,14,CARROLL,1,2500,Iowa,465203,POINT (-94.8605593 42.0362382),2015
2006-07,Iowa Work Study,7,76,POCAHONTAS,1,158,Iowa,465264,POINT (-94.67874660000001 42.73413510000001),2007
2013-14,All Iowa Fostercare Grant,34,79,POWESHIEK,2,3546,Iowa,465267,POINT (-92.53146840000001 41.6864422),2014
2018-19,Educational Training Voucher,89,47,Ida,0,0,Iowa,465235,POINT (-95.5134962 42.3868747),2019
2014-15,Iowa Tuition Grant For-Profit,45,18,CHEROKEE,1,375,Iowa,465207,POINT (-95.6238055 42.7356226),2015
2004-05,All Iowa Fostercare Grant,5,41,HANCOCK,0,0,Iowa,465229,POINT (-93.7342723 43.0818861),2005
2009-10,Educational Training Voucher,0,31,DUBUQUE,0,0,Iowa,465219,POINT (-90.8824564 42.468832),2010
2015-16,Barber and Cosmetology Tuition Grant,56,39,GUTHRIE,0,0,Iowa,465227,POINT (-94.501055 41.6837548),2016
2004-05,Teacher Shortage Forgivable Loan,5,40,HAMILTON,3,9000,Iowa,465228,POINT (-93.7068085 42.3837722),2005
2014-15,Iowa Tuition Grant Match,45,98,WORTH,26,306900,Iowa,465286,POINT (-93.2608476 43.3773984),2015
2008-09,Iowa Tuition Grant Not-for-Profit,9,67,MONONA,46,152971,Iowa,465255,POINT (-95.9599235 42.0516663),2009
2013-14,Kibbie Grant,34,81,SAC,14,18749,Iowa,465269,POINT (-95.1053946 42.3862604),2014
2004-05,State of Iowa Scholars,5,38,GRUNDY,5,1800,Iowa,465226,POINT (-92.7914177 42.4018651),2005
2003-04,Iowa Work Study,4,87,TAYLOR,0,0,Iowa,465275,POINT (-94.6964148 40.73743240000001),2004
2002-03,Iowa Grant,3,69,MONTGOMERY,10,5447,Iowa,465257,POINT (-95.1563758 41.03014),2003
2004-05,All Iowa Opportunity Scholarship,5,47,IDA,0,0,Iowa,465235,POINT (-95.5134962 42.3868747),2005
2009-10,Iowa Tuition Grant Not-for-Profit,0,41,HANCOCK,49,148362,Iowa,465229,POINT (-93.7342723 43.0818861),2010
2011-12,Distaster Relief Grant,12,63,MARION,0,0,Iowa,465251,POINT (-93.0994367 41.3344515),2012
2018-19,Educational Training Voucher,89,5,Audubon,0,0,Iowa,465194,POINT (-94.9058222 41.6845893),2019
2016-17,Iowa Tuition Grant For-Profit,67,87,TAYLOR,2,5800,Iowa,465275,POINT (-94.6964148 40.73743240000001),2017
2013-14,Iowa Tuition Grant Not-for-Profit,34,17,CERRO GORDO,132,377817,Iowa,465206,POINT (-93.2608184 43.081557700000005),2014
2008-09,Distaster Relief Grant,9,82,SCOTT,3,3366,Iowa,465270,POINT (-90.6232428 41.6370978),2009
2008-09,Iowa Tuition Grant For-Profit,9,48,IOWA,4,7039,Iowa,465236,POINT (-92.065524 41.6863229),2009
2012-13,State of Iowa Scholars,23,73,PAGE,0,0,Iowa,465261,POINT (-95.1501747 40.7391444),2013
2017-18,State of Iowa Scholars,78,54,KEOKUK,0,0,Iowa,465242,POINT (-92.1786426 41.336465),2018
2003-04,Iowa Tuition Grant For-Profit,4,42,HARDIN,0,0,Iowa,465230,POINT (-93.2404025 42.3838803),2004
2001-02,Vocational Technical Tuition Grant,2,86,TAMA,32,15070,Iowa,465274,POINT (-92.5325425 42.07981170000001),2002
2007-08,Vocational Technical Tuition Grant,8,97,WOODBURY,105,87229,Iowa,465285,POINT (-96.0447673 42.3897169),2008
2017-18,Teacher Shortage Forgivable Loan,78,11,BUENA VISTA,0,0,Iowa,465200,POINT (-95.15114900000002 42.7354936),2018
2012-13,Barber and Cosmetology Tuition Grant,23,9,BREMER,0,0,Iowa,465198,POINT (-92.31805480000001 42.7745873),2013
2010-11,GEAR UP Iowa Scholarship,2,80,RINGGOLD,0,0,Iowa,465268,POINT (-94.2439719 40.7352023),2011
2003-04,Kibbie Grant,4,46,HUMBOLDT,0,0,Iowa,465234,POINT (-94.2071868 42.7764686),2004
2002-03,Iowa Grant,3,6,BENTON,18,10215,Iowa,465195,POINT (-92.0656912 42.0801864),2003
2005-06,Barber and Cosmetology Tuition Grant,6,39,GUTHRIE,0,0,Iowa,465227,POINT (-94.501055 41.6837548),2006
2012-13,All Iowa Fostercare Grant,23,39,GUTHRIE,0,0,Iowa,465227,POINT (-94.501055 41.6837548),2013
2008-09,Educational Training Voucher,9,92,WASHINGTON,0,0,Iowa,465280,POINT (-91.7178676 41.335591),2009
2012-13,Kibbie Grant,23,82,SCOTT,227,192888,Iowa,465270,POINT (-90.6232428 41.6370978),2013
2002-03,Kibbie Grant,3,94,WEBSTER,0,0,Iowa,465282,POINT (-94.18178810000002 42.4279662),2003
2010-11,All Iowa Fostercare Grant,1,5,AUDUBON,1,2080,Iowa,465194,POINT (-94.9058222 41.6845893),2011
2016-17,All Iowa Opportunity Scholarship,67,61,MADISON,4,20920,Iowa,465249,POINT (-94.01556190000001 41.33071420000001),2017
2016-17,Distaster Relief Grant,67,53,JONES,0,0,Iowa,465241,POINT (-91.1314352 42.1212397),2017
2013-14,Iowa Tuition Grant Not-for-Profit,34,30,DICKINSON,71,223800,Iowa,465218,POINT (-95.1508301 43.3779848),2014
2003-04,Distaster Relief Grant,4,10,BUCHANAN,0,0,Iowa,465199,POINT (-91.8378392 42.4707777),2004
2016-17,GEAR UP Iowa Scholarship,2,87,TAYLOR,0,0,Iowa,465275,POINT (-94.6964148 40.73743240000001),2017
2003-04,All Iowa Fostercare Grant,4,27,DECATUR,0,0,Iowa,465215,POINT (-93.7862815 40.7376827),2004
2007-08,Iowa Tuition Grant Match,8,47,IDA,52,495395,Iowa,465235,POINT (-95.5134962 42.3868747),2008
2001-02,Iowa Tuition Grant,2,35,FRANKLIN,75,236217,Iowa,465223,POINT (-93.262473 42.7325458),2002
2006-07,All Iowa Fostercare Grant,7,71,O'BRIEN,0,0,Iowa,465259,POINT (-95.6248784 43.0837527),2007
2001-02,GEAR UP Iowa Scholarship,2,45,HOWARD,0,0,Iowa,465233,POINT (-92.3171989 43.3567673),2002
2001-02,Kibbie Grant,2,21,CLAY,0,0,Iowa,465625,POINT (-95.1509194 43.0825804),2002
2011-12,Barber and Cosmetology Tuition Grant,12,13,CALHOUN,0,0,Iowa,465202,POINT (-94.6404136 42.385184800000005),2012
2018-19,Governor Terry E. Branstad Iowa State Fair Scholarship,89,86,Tama,0,0,Iowa,465274,POINT (-92.5325425 42.07981170000001),2019
2010-11,National Guard Educational Assistance,1,56,LEE,7,17163,Iowa,465244,POINT (-91.479264 40.6419764),2011
2014-15,Iowa Tuition Grant Not-for-Profit,45,69,MONTGOMERY,39,147924,Iowa,465257,POINT (-95.1563758 41.03014),2015
2017-18,Iowa Work Study,78,64,MARSHALL,0,0,Iowa,465252,POINT (-92.9987706 42.0358499),2018
2003-04,Iowa Tuition Grant,4,14,CARROLL,126,387604,Iowa,465203,POINT (-94.8605593 42.0362382),2004
2007-08,Distaster Relief Grant,8,66,MITCHELL,0,0,Iowa,465254,POINT (-92.7890315 43.3564124),2008
2012-13,Iowa Grant,23,75,PLYMOUTH,8,5328,Iowa,465263,POINT (-96.2140431 42.7378346),2013
2012-13,Barber and Cosmetology Tuition Grant,23,53,JONES,2,1118,Iowa,465241,POINT (-91.1314352 42.1212397),2013
2011-12,Iowa Tuition Grant Match,12,23,CLINTON,278,2884161,Iowa,465211,POINT (-90.5319724 41.8980358),2012
2011-12,GEAR UP Iowa Scholarship,2,90,WAPELLO,0,0,Iowa,465278,POINT (-92.4094499 41.03058450000001),2012
2017-18,Iowa Grant,78,26,DAVIS,0,0,Iowa,465214,POINT (-92.4097173 40.7476891),2018
2012-13,Teacher Shortage Forgivable Loan,23,18,CHEROKEE,0,0,Iowa,465207,POINT (-95.6238055 42.7356226),2013
2011-12,Iowa Work Study,12,43,HARRISON,0,0,Iowa,465231,POINT (-95.8169209 41.6828528),2012
2005-06,Iowa Tuition Grant For-Profit,6,78,POTTAWATTAMIE,145,301205,Iowa,465266,POINT (-95.5423935 41.3366123),2006
